28	138	331	47	95	13	79	137	67
13	41	34	32	11	1	6	33	6
76	226	158	131	71	11	124	291	45
1	5	7	4	3	0	1	3	0
16	54	25	23	14	0	17	40	4
0	0	2	0	0	0	0	0	0
3	3	10	4	3	1	5	11	3
94	173	16	31	21	5	154	153	24
360	1326	2585	622	985	1542	775	955	294
0	1	7	0	0	0	0	2	5
4	34	0	3	13	1	34	155	0
0	0	0	0	0	0	1	0	0
584	1486	2108	910	711	124	1505	1256	256
0	0	0	0	0	0	0	0	0
0	0	3	1	1	0	0	0	0
2	2	1	4	0	0	0	1	1
17	25	19	35	30	0	45	154	26
15	18	5	11	2	0	101	11	1
46	126	1111	83	473	253	110	330	45
5	3	0	0	1	2	10	12	0
64	102	116	44	40	9	72	104	12
44	63	112	23	34	5	50	67	6
0	3	8	9	4	3	2	3	4
49	106	314	61	104	9	710	664	47
2	1	30	8	16	0	9	15	1
440	1331	809	722	393	34	1831	1782	221
0	0	0	3	0	0	3	8	0
1111	11260	1083	845	461	413	27127	9782	266
27	20	188	17	66	15	144	151	27
0	0	0	0	2	0	0	0	0
60	235	0	68	62	30	258	395	17
0	0	0	1	0	0	2	7	1
32	308	1732	111	388	153	37	148	119
33	327	1858	123	402	156	45	199	132
198	297	134	170	45	5	637	520	52
0	5	9	5	1	3	1	18	2
2	15	103	6	140	45	50	94	13
86	366	750	107	310	181	207	176	105
19	183	127	30	55	46	11	24	23
4	6	13	3	8	2	4	14	2
373	1160	1283	535	716	396	3163	1551	420
10	32	21	18	27	0	168	15	10
0	0	0	1	0	0	1	2	0
31	362	27	36	35	11	1913	704	9
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
158	311	95	189	129	8	160	291	46
0	4	1	2	5	0	6	7	1
8	205	0	10	28	0	18	213	0
0	0	0	2	1	0	2	2	2
191	577	49	195	62	13	323	671	61
2	14	0	0	0	0	1	6	0
6	55	0	3	2	3	16	56	0
47	110	2	50	36	9	246	197	12
57	63	41	28	50	9	230	304	7
12	165	60	14	25	4	70	109	8
12	45	65	14	35	7	51	134	8
38	60	25	56	33	1	143	306	27
260	818	3	246	63	78	597	1219	72
73	121	93	18	74	97	75	370	16
63	174	38	55	73	26	299	231	20
0	56	0	5	5	0	21	26	0
31	87	158	24	82	46	100	241	26
118	442	337	110	171	23	330	890	44
0	0	12	1	1	0	2	241	0
0	0	3	0	0	0	0	4	0
2	1	5	0	8	0	2	21	1
0	0	0	0	2	0	0	6	0
0	1	0	0	1	0	4	12	0
2	0	0	0	1	0	13	18	1
6	1	2	16	2	0	14	41	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	5	0
62	66	97	13	88	108	115	86	16
126	215	271	50	226	541	139	521	28
198	178	421	93	426	36	198	427	200
0	2	0	0	1	0	1	1	0
7	40	43	17	37	5	58	264	10
0	0	0	0	0	0	0	1	0
1	16	0	0	0	0	1	10	0
287	1016	20	340	145	25	553	1022	67
0	0	0	4	0	0	0	2	0
0	0	0	0	0	0	3	0	0
119	289	0	74	27	3	26	91	6
0	0	2	0	0	0	1	12	0
87	281	139	112	169	65	205	863	32
0	0	0	0	0	0	0	1	0
0	0	0	0	1	0	0	2	1
25	43	40	37	9	0	38	61	5
806	2442	4780	1442	1608	286	1362	2248	513
0	0	15	0	2	1	1	0	0
0	2	0	0	1	3	2	1	0
308	1524	1967	326	1059	335	585	1487	362
4	0	0	0	1	0	0	2	0
0	0	5	0	3	3	2	2	0
2	1	9	0	1	0	6	5	0
101	105	0	58	32	1	120	231	21
0	0	0	2	2	0	0	1	0
76	22	0	30	16	0	9	28	6
35	164	105	88	62	2	39	227	25
15	92	0	11	10	0	7	71	3
15	8	0	10	4	2	39	28	3
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
1	1	0	0	0	0	5	2	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
1	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	3	0
0	0	0	0	0	0	6	1	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	1
1	0	0	0	1	0	0	4	0
2	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
10	8	1	7	3	0	5	20	3
0	0	0	1	0	0	0	1	5
11	3	0	7	5	0	20	18	6
0	8	0	2	14	0	1	16	5
10	79	0	2	2	5	345	327	1
39	83	0	51	36	3	55	95	4
125	225	39	72	71	8	296	758	39
2	2	0	19	0	3	78	87	3
1	0	0	2	0	0	1	2	0
72	281	306	220	137	123	217	213	52
15	0	0	0	0	0	0	1	0
39	165	7	23	1	2	10	26	5
4	1	0	4	2	0	1	2	0
353	1133	2996	739	1045	139	1071	1197	234
5417	11114	6832	5679	2903	1350	7743	11806	1558
0	0	0	0	2	0	1	1	0
2	1	1	4	3	0	0	0	1
228	220	264	300	115	125	72	85	70
7	1	35	0	1	0	0	3	1
76	366	60	126	81	2	112	326	26
184	688	250	172	211	69	635	987	79
2	71	37	17	8	0	10	30	3
1	5	0	2	3	0	168	92	1
0	31	0	0	0	0	2	5	0
482	1353	394	605	387	56	1483	2496	188
133	110	54	91	87	0	31	261	61
0	21	5	9	10	0	5	20	29
11	19	21	17	13	4	20	62	4
40	72	158	19	172	125	197	383	16
12	53	1	41	34	1	135	507	22
10	26	0	16	15	0	57	58	4
21	31	18	70	26	135	85	99	16
35	148	112	50	82	5	403	133	21
103	319	641	227	212	2	210	450	75
0	0	0	1	0	0	0	2	0
0	0	14	2	13	1	0	5	2
18	53	19	21	31	0	48	114	4
38	55	1	36	17	0	30	62	12
0	1	2	1	1	0	1	2	0
1	0	0	0	2	0	0	0	0
0	2	0	0	0	0	3	2	0
158	466	2341	348	533	124	410	333	165
15	11	950	44	146	73	3	2	62
13	101	0	2	0	0	10	5	0
189	458	198	95	158	152	474	1385	30
26	53	103	14	46	131	114	233	8
2	16	1	6	1	8	18	65	0
7	87	5	23	3	8	715	154	0
7	66	5	10	2	6	699	101	0
44	117	190	51	211	43	206	390	44
0	1	0	3	0	1	14	5	0
0	6	43	3	20	3	5	15	5
0	0	2	0	1	0	0	4	0
12	97	45	37	12	1	60	98	22
239	741	2932	407	1588	655	945	895	240
0	0	6	0	2	0	0	1	7
92	323	167	79	107	12	192	406	33
0	2	8	0	1	0	1	5	6
2	0	0	2	1	0	1	5	1
0	0	0	0	0	0	0	1	0
2	4	0	1	1	0	30	37	0
7	14	4	4	2	0	22	68	0
0	7	0	1	0	0	6	9	0
1	44	3	4	15	1	24	87	0
51	21	7	8	5	4	59	228	3
16	202	1	23	1	2	22	60	5
30	128	65	12	5	2	94	233	2
49	37	3	25	15	11	273	276	3
150	402	371	93	377	126	377	467	91
0	6	16	3	14	2	16	63	3
1	16	16	8	20	0	23	35	0
2	2	59	2	15	0	7	23	3
85	257	169	71	46	1	782	587	19
231	114	5	119	33	0	28	61	33
9	7	12	9	5	115	21	46	6
0	0	0	0	0	0	0	60	0
391	913	1133	463	325	15	2057	876	138
137	322	348	125	271	24	285	410	112
4	0	2	2	0	0	0	1	0
299	677	303	212	321	62	1512	1408	176
43	380	241	93	86	6	1891	1017	23
42	93	51	15	15	14	695	639	14
74	373	352	142	78	50	721	538	25
1	0	2	0	0	0	0	4	0
0	8	0	1	0	0	4	4	1
13	175	0	2	8	0	10	18	8
0	1	0	1	3	0	2	0	0
1	45	0	0	2	1	6	11	0
0	3	0	0	2	1	2	1	0
1	34	0	17	2	0	9	10	9
281	681	446	405	255	11	460	620	135
7	9	1	14	2	0	8	6	3
281	882	349	238	119	24	793	663	115
3	5	0	8	0	1	2	6	0
2	12	13	5	6	0	27	29	2
10	27	4	13	5	0	10	23	2
0	0	0	0	0	0	0	0	0
13	21	111	38	26	8	5	7	5
8	3	91	4	22	8	2	1	0
105	188	8	21	5	29	1226	474	4
13	60	0	2	0	5	954	220	1
9	29	8	15	6	0	16	52	5
865	1655	294	555	313	87	1054	2856	125
9	29	8	15	6	0	16	54	5
0	0	0	0	0	0	0	0	0
90	342	14	31	12	3	207	329	6
5	15	0	3	2	0	0	2	2
2	11	0	4	2	1	5	13	3
1	0	0	1	0	0	0	4	2
11	26	0	7	2	4	17	25	3
4	7	0	3	0	2	0	2	2
2	1	52	7	3	0	1	6	1
1	0	37	0	3	0	0	3	1
0	1	0	5	0	0	0	0	0
0	0	0	0	0	0	0	6	0
8	12	15	4	13	5	206	143	1
61	101	99	28	134	36	207	432	27
48	102	101	22	131	38	165	371	27
49	102	403	108	80	6	194	112	51
104	311	969	141	136	2	168	899	53
0	0	0	0	0	0	5	0	0
1	0	0	1	0	0	0	0	0
1	1	0	1	2	0	1	3	1
1	0	0	0	0	0	1	3	1
0	0	0	0	0	0	0	0	0
3	0	0	3	1	1	10	34	0
1	0	0	0	0	0	1	1	0
0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	34	19	0
833	1558	929	569	529	64	1745	3204	125
78	152	0	31	34	2	122	519	25
365	833	64	405	198	16	953	1429	78
199	373	8	93	64	10	741	2280	36
17	206	4	25	35	1	19	48	7
935	2168	226	1158	594	112	2480	5911	372
102	77	0	17	4	2	26	76	4
27	112	7	68	29	34	83	135	34
10	4	0	6	4	0	5	17	0
1	6	10	6	19	0	15	70	5
5	16	0	2	2	0	9	6	0
0	4	0	0	2	0	4	2	1
462	1155	46	388	214	14	1448	2130	102
196	752	31	288	66	1	33	144	76
312	1679	274	392	260	40	1458	2033	116
78	743	59	57	67	9	145	523	12
0	0	0	0	0	0	1	6	0
0	0	0	1	0	0	0	4	0
63	214	336	124	210	49	1257	1661	64
28	10	41	6	37	12	18	52	6
790	1961	4811	989	2642	1247	820	1745	870
143	428	1003	203	237	152	47	248	61
157	467	873	183	267	155	105	464	63
28	66	21	11	21	0	89	58	10
27	152	11	32	17	3	23	76	4
2	17	8	18	1	0	60	39	1
1	1	9	1	7	0	1	4	1
59	55	145	6	56	117	23	91	12
2	3	24	1	1	0	2	4	0
123	322	8	59	48	10	459	502	18
778	1816	1655	447	1012	582	6151	8230	255
0	1	0	1	2	0	0	2	16
806	2066	490	664	334	80	4581	1701	216
0	0	0	0	0	0	0	2	0
22	357	2	22	10	0	3	12	11
316	710	798	309	281	204	436	570	103
313	693	490	308	150	43	436	561	91
0	0	11	0	5	0	0	0	2
50	65	55	59	36	2	295	338	5
376	962	1055	314	413	53	891	2205	111
2	1	0	0	9	0	2	7	0
14	9	0	19	10	0	17	14	42
139	353	317	222	129	5	62	143	58
4	2	0	5	0	0	5	22	1
0	2	0	3	0	0	5	7	0
212	184	46	75	261	1	23	194	89
1165	1191	99	752	298	6	583	829	222
28	147	0	36	23	3	48	76	14
136	581	0	82	26	8	298	481	33
6	88	5	24	16	0	710	1099	1
24	90	0	47	28	2	390	601	6
11	17	0	8	4	0	21	19	1
82	50	509	36	192	0	24	129	68
1	3	0	0	4	0	2	11	1
66	99	0	20	10	0	1	21	1
298	1200	13	265	209	5	1318	2759	143
146	634	12	113	142	2	589	1441	90
275	1058	14	355	120	3	561	1177	53
0	3	0	3	3	0	0	9	0
7	4	0	22	3	0	11	40	2
4	37	0	35	9	0	107	69	3
4	24	37	12	59	28	13	54	8
40	43	38	9	38	22	24	26	13
2	1	0	0	1	0	22	34	1
5	11	0	4	3	5	23	83	0
65	53	17	70	67	59	177	179	20
25	253	740	37	188	102	58	138	25
0	0	0	0	0	1	3	9	0
18	187	739	24	224	100	16	41	35
62	30	307	21	203	5	107	1805	61
242	532	18	190	92	9	868	1442	43
7	45	0	7	2	0	10	62	3
39	48	2	11	4	6	59	230	11
0	20	0	0	0	3	9	25	2
168	363	2324	238	581	227	96	114	131
1480	2264	3930	2540	1284	330	1244	1782	608
1	0	0	0	0	0	0	1	0
0	10	2	0	0	0	0	2	0
1	0	2	7	0	0	0	2	0
1	0	2	0	1	0	0	1	2
18	3	0	2	0	0	0	7	1
257	938	1393	256	1320	301	2520	3010	358
1	6	12	0	8	0	3	9	0
7	33	39	4	13	0	146	343	6
0	1	0	0	0	0	2	0	0
3	0	0	5	1	0	0	1	4
0	16	0	13	2	0	6	10	0
8	23	6	27	8	0	66	90	5
0	1	0	1	2	0	6	30	1
2	5	0	0	2	1	11	24	1
193	252	351	218	114	20	206	394	76
20	5	2	3	3	0	0	0	0
134	594	246	180	222	108	633	788	63
32	49	0	11	3	1	37	46	1
313	669	116	231	107	24	1343	1259	136
319	915	1355	630	372	52	592	716	390
5	1	0	0	2	0	0	0	0
11	127	73	31	122	240	55	103	19
338	911	1076	199	1515	1915	2298	2614	203
0	2	0	1	0	0	4	2	0
4	89	0	16	11	0	20	33	10
39	105	0	46	25	2	161	160	18
111	325	67	87	59	4	364	540	50
0	0	0	0	0	0	0	2	2
1	0	0	0	0	0	0	2	11
30	58	1	15	17	1	38	202	12
7	5	0	1	0	0	0	0	0
1	1	0	0	0	0	0	25	1
15	8	1	4	4	0	2	5	2
25	54	71	24	18	15	8	23	10
501	1116	1472	676	514	60	500	1026	179
47	162	86	95	30	17	47	531	19
0	3	7	0	5	0	0	0	4
385	535	1277	484	429	37	199	287	138
18	39	25	57	24	0	5	13	6
2	5	1	12	3	2	1	3	1
52	272	166	50	106	10	373	552	9
51	162	14	32	19	12	92	299	14
0	7	0	1	4	0	0	67	0
0	2	0	0	1	0	2	3	0
5	12	0	14	4	1	2	6	0
394	840	914	565	349	450	390	661	178
35	7	8	12	19	0	7	14	5
502	797	16	285	81	43	199	1162	85
0	0	0	0	3	0	1	71	0
5	38	17	24	33	22	25	78	7
5	19	47	17	72	24	8	21	12
9	38	32	32	78	227	40	110	16
1036	2409	410	771	699	141	5535	5549	231
0	0	0	0	0	0	0	3	0
0	0	0	0	4	0	2	3	0
0	0	3	0	6	0	0	2	0
34	25	5	12	7	5	78	116	1
16	47	0	34	17	1	22	19	11
518	614	1379	609	444	113	477	719	164
524	648	1475	614	523	186	474	723	173
0	0	0	0	0	0	0	0	0
1	1	0	6	1	0	11	0	2
510	918	925	610	568	190	384	586	162
0	6	0	0	3	0	8	0	0
0	0	0	1	0	0	0	0	1
0	0	0	1	1	0	0	1	0
7	3	0	4	5	0	12	34	3
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0
0	0	0	1	3	0	4	0	1
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
3	6	0	2	3	3	8	47	0
0	0	0	0	0	0	0	0	0
0	2	0	0	2	0	5	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
38	321	8	72	56	6	731	941	9
301	1036	18	321	189	8	935	1326	46
3	30	1	14	10	0	23	54	8
60	49	2562	144	1009	493	11	37	760
28	44	605	74	197	305	231	159	77
27	110	160	37	65	8	107	177	10
41	152	261	57	35	46	18	63	21
33	20	155	14	40	0	29	86	25
7	5	122	1	49	0	123	100	13
119	286	109	151	111	7	886	1207	64
49	61	728	72	194	5	531	138	45
47	131	9	61	43	1	133	221	17
0	1	0	2	1	0	15	27	0
0	1	0	1	2	0	2	5	0
0	0	1	0	0	0	0	0	0
